0,177,10
0,204,8
0,231,10
0,247,9
0,258,7
0,282,8
0,296,8
0,301,7
0,303,5
0,358,10
0,374,10
0,462,5
0,463,10
0,468,5
0,478,9
0,479,4
0,489,7
0,498,8
0,518,4
0,536,10
0,542,8
0,549,6
0,596,7
0,597,10
0,691,7
0,698,8
0,723,10
0,748,5
0,809,6
0,821,6
0,913,8
0,924,1
0,931,3
0,948,9
0,952,8
0,1020,7
0,1022,5
0,1197,10
0,1285,4
0,1298,8
0,1314,5
0,1332,8
0,1360,10
0,1434,9
0,1463,5
0,1465,10
0,1483,9
0,1525,6
0,1542,5
0,1543,6
0,1568,8
0,1618,4
0,1644,4
0,1649,5
0,1654,6
0,1656,7
0,1660,7
0,1665,5
0,1669,9
0,1687,8
0,1708,3
0,1710,8
0,1717,3
0,1725,7
0,1738,7
0,1751,7
0,1754,5
0,1766,5
0,1783,4
0,1787,6
0,1790,5
0,1800,5
0,1801,7
0,1817,9
0,1845,6
0,1856,5
0,1884,7
0,1886,7
0,1887,10
0,1888,9
0,1893,7
0,1900,7
0,1906,9
0,1907,7
0,1925,5
0,1930,9
0,1931,9
0,1932,7
0,1937,3
0,1941,6
0,1943,9
0,1946,6
0,1966,7
0,1968,10
0,1973,6
0,1987,6
0,1988,8
0,1993,10
0,1996,6
0,1998,6
0,2003,6
0,2004,6
0,2014,6
0,2017,5
0,2022,7
0,2023,4
0,2028,6
0,2035,7
0,2039,6
0,2045,6
0,2048,8
0,2062,6
0,2070,5
0,2076,6
0,2088,10
0,2095,6
0,2097,6
0,2111,8
0,2128,7
0,2129,10
0,2130,6
0,2158,8
0,2172,7
0,2182,5
0,2243,6
0,2264,9
0,2311,7
0,2323,9
0,2340,8
0,2352,8
0,2367,4
0,2388,4
0,2393,5
0,2409,7
0,2441,10
0,2447,5
0,2490,7
0,2507,10
0,2541,7
0,2544,7
0,2558,7
0,2563,6
0,2628,6
0,2637,8
0,2640,6
0,2658,8
0,2677,4
0,2682,6
0,2781,6
0,2874,10
0,2971,8
0,2986,8
0,3171,6
0,3279,4
0,3308,9
0,3316,8
0,3521,6
0,3524,10
0,3600,7
0,3677,10
0,3776,7
0,3885,6
0,3957,5
0,4032,8
0,4167,5
0,4170,6
0,4218,7
0,4285,10
0,4310,7
0,4354,9
0,4369,5
0,4464,10
0,4533,10
0,4613,4
1,615,10
1,1735,6
1,1834,2
1,1839,7
1,1995,9
1,2131,4
1,2242,5
1,2326,6
1,2371,5
1,2415,8
1,2519,6
1,2544,8
1,2570,8
1,2582,7
1,2583,9
1,2614,8
1,2628,8
1,2636,8
1,2639,8
1,2647,9
1,2664,8
1,2687,3
1,2688,5
1,2689,8
1,2692,6
1,2715,5
1,2761,4
1,2771,6
1,2772,10
1,2774,4
1,2777,3
1,2780,8
1,2784,8
1,2792,6
1,2801,4
1,2802,6
1,2803,8
1,2817,7
1,2826,8
1,2837,7
1,2856,6
1,2860,7
1,2861,9
1,2862,7
1,2885,4
1,2901,7
1,2903,7
1,2909,6
1,2923,7
1,2924,7
1,2940,7
1,2945,7
1,2947,3
1,2948,9
1,2955,3
1,2956,5
1,2958,7
1,2962,8
1,2964,8
1,2975,3
1,2981,8
1,2983,7
1,2990,3
1,2991,7
1,2994,7
1,2996,4
1,2998,6
1,3002,8
1,3006,6
1,3007,6
1,3014,3
1,3020,7
1,3021,4
1,3027,5
1,3028,5
1,3038,4
1,3041,6
1,3043,2
1,3045,8
1,3049,7
1,3051,5
1,3055,4
1,3061,9
1,3068,8
1,3075,8
1,3076,5
1,3078,9
1,3081,3
1,3082,4
1,3085,8
1,3090,7
1,3092,4
1,3098,7
1,3102,1
1,3122,8
1,3129,6
1,3133,8
1,3138,8
1,3144,5
1,3151,3
1,3152,9
1,3154,7
1,3165,6
1,3171,7
1,3177,5
1,3179,8
1,3183,7
1,3186,6
1,3187,5
1,3197,6
1,3201,7
1,3204,6
1,3206,2
1,3215,5
1,3230,9
1,3236,3
1,3240,4
1,3249,4
1,3250,4
1,3252,8
1,3254,5
1,3299,5
1,3309,7
1,3319,8
1,3327,6
1,3332,2
1,3333,6
1,3345,9
1,3352,4
1,3372,3
1,3374,6
1,3382,6
1,3385,5
1,3389,7
1,3390,6
1,3397,5
1,3398,6
1,3419,8
1,3421,4
1,3466,8
1,3467,7
1,3477,8
1,3478,7
1,3479,7
1,3487,2
1,3498,7
1,3499,8
1,3511,9
1,3515,6
1,3517,4
1,3524,7
1,3525,8
1,3527,7
1,3529,3
1,3531,6
1,3537,6
1,3545,7
1,3553,6
1,3580,8
1,3582,5
1,3596,7
1,3600,6
1,3601,5
1,3604,9
1,3605,7
1,3610,6
1,3623,3
1,3632,7
1,3686,7
1,3691,4
1,3695,7
1,3697,9
1,3708,6
1,3723,7
1,3761,8
1,3767,5
1,3768,7
1,3777,9
1,3778,5
1,3802,4
1,3821,5
1,3851,8
1,3880,6
1,3885,6
1,3897,6
1,3936,9
1,3947,3
1,3956,5
1,3984,6
1,3987,7
1,3988,5
1,4002,4
1,4005,5
1,4015,6
1,4046,8
1,4049,9
1,4055,6
1,4068,2
1,4072,7
1,4091,5
1,4105,7
1,4134,4
1,4153,5
1,4236,7
1,4241,6
1,4272,6
1,4298,7
2,46,10
2,66,10
2,71,10
2,78,7
2,90,10
2,95,5
2,165,10
2,212,9
2,331,10
2,526,9
2,594,10
2,695,10
2,779,9
2,919,9
2,953,1
2,1131,8
2,1325,8
2,1649,8
2,1738,6
2,1755,1
2,1782,2
2,1820,10
2,1822,7
2,1843,10
2,1847,10
2,1873,9
2,1890,9
2,1913,9
2,1916,3
2,1920,7
2,1925,9
2,1932,5
2,1943,10
2,2015,5
2,2022,6
2,2049,4
2,2111,9
2,2120,4
2,2156,5
2,2167,10
2,2217,2
2,2255,2
2,2264,10
2,2289,10
2,2330,8
2,2365,8
2,2412,7
2,2437,10
2,2471,8
2,2593,10
2,2619,10
2,2621,10
2,2636,10
2,2756,9
2,2784,8
2,2827,9
2,2835,8
2,2870,9
2,2885,7
2,2956,9
2,3075,9
2,3102,6
2,3114,9
2,3152,4
2,3227,1
2,3241,10
2,3279,6
2,3332,9
2,3415,7
2,3666,9
2,3884,8
2,4013,10
2,4298,5
3,366,7
3,421,4
3,442,1
3,585,8
3,838,4
3,912,8
3,941,8
3,1681,6
3,1687,2
3,1783,1
3,1819,10
3,1916,3
3,1943,1
3,2015,1
3,2065,1
3,2089,1
3,2098,2
3,2126,3
3,2176,3
3,2233,1
3,2395,10
3,2396,1
3,2425,3
3,2458,1
3,2475,1
3,2478,3
3,2603,8
3,2634,8
3,2644,4
3,2677,1
3,2768,8
3,2776,2
3,2778,8
3,2827,2
3,2840,10
3,2861,1
3,2905,2
3,2979,10
3,3025,6
3,3095,1
3,3118,4
3,3171,6
3,3185,8
3,3466,8
3,3773,4
3,3974,5
3,3995,6
3,4035,3
3,4147,5
3,4298,4
3,4331,3
3,4582,8
4,1520,5
4,1959,4
4,2016,6
4,2164,9
4,2169,6
4,2262,4
4,2423,3
4,2586,5
4,2679,8
4,2737,6
4,2804,8
4,2829,4
4,2917,4
4,2996,4
4,3095,7
4,3144,3
4,3593,3
4,3742,3
5,147,9
5,221,10
5,226,8
5,261,10
5,274,9
5,291,9
5,369,10
5,417,9
5,424,9
5,426,8
5,494,8
5,559,7
5,585,7
5,601,9
5,615,9
5,621,8
5,636,10
5,665,5
5,682,8
5,693,9
5,699,9
5,1055,10
5,1106,8
5,1647,9
5,1709,6
5,1725,6
5,1732,1
5,1736,5
5,1739,6
5,1746,9
5,1764,7
5,1769,5
5,1787,6
5,1791,4
5,1796,7
5,1801,5
5,1814,4
5,1820,8
5,1821,4
5,1825,5
5,1839,6
5,1841,5
5,1843,8
5,1845,6
5,1851,7
5,1852,7
5,1867,5
5,1870,10
5,1874,5
5,1877,6
5,1879,8
5,1882,8
5,1884,5
5,1885,5
5,1888,7
5,1891,7
5,1892,5
5,1893,6
5,1895,4
5,1897,5
5,1899,5
5,1900,5
5,1901,5
5,1902,6
5,1909,10
5,1912,8
5,1913,8
5,1916,9
5,1918,6
5,1923,6
5,1926,6
5,1928,8
5,1930,8
5,1934,3
5,1938,8
5,1942,6
5,1946,7
5,1949,8
5,1956,3
5,1957,5
5,1959,5
5,1964,8
5,1968,8
5,1971,7
5,1974,4
5,1975,5
5,1979,8
5,1980,4
5,1980,4
5,1984,5
5,1985,8
5,1987,5
5,1990,7
5,1993,4
5,1995,7
5,1996,6
5,1999,8
5,2004,6
5,2005,7
5,2006,5
5,2010,9
5,2015,7
5,2016,4
5,2017,6
5,2018,7
5,2023,5
5,2023,5
5,2027,3
5,2028,7
5,2032,7
5,2035,6
5,2044,7
5,2050,8
5,2053,6
5,2057,7
5,2062,6
5,2065,5
5,2065,5
5,2066,8
5,2069,5
5,2073,8
5,2074,6
5,2075,6
5,2076,6
5,2079,7
5,2089,3
5,2092,8
5,2093,7
5,2094,7
5,2097,6
5,2098,5
5,2100,7
5,2105,7
5,2105,7
5,2109,9
5,2114,8
5,2116,5
5,2119,5
5,2121,4
5,2122,7
5,2126,7
5,2127,9
5,2128,7
5,2133,7
5,2135,6
5,2141,8
5,2142,6
5,2147,6
5,2149,8
5,2153,5
5,2164,7
5,2167,9
5,2168,6
5,2169,6
5,2178,6
5,2180,10
5,2186,10
5,2195,6
5,2199,4
5,2201,7
5,2204,7
5,2208,7
5,2215,9
5,2215,9
5,2227,6
5,2228,7
5,2233,7
5,2234,4
5,2237,8
5,2239,7
5,2241,4
5,2243,7
5,2248,7
5,2251,7
5,2254,9
5,2257,7
5,2259,7
5,2260,6
5,2261,6
5,2263,9
5,2266,9
5,2268,7
5,2271,8
5,2282,9
5,2286,7
5,2289,8
5,2293,8
5,2294,10
5,2299,8
5,2302,8
5,2303,8
5,2310,6
5,2311,8
5,2314,7
5,2315,6
5,2319,7
5,2320,8
5,2321,6
5,2322,8
5,2323,8
5,2327,8
5,2338,7
5,2339,9
5,2345,7
5,2350,5
5,2351,8
5,2353,7
5,2354,7
5,2363,8
5,2370,7
5,2372,8
5,2381,6
5,2382,7
5,2385,7
5,2393,6
5,2399,7
5,2401,8
5,2404,8
5,2407,9
5,2408,5
5,2409,7
5,2412,6
5,2413,6
5,2416,8
5,2419,9
5,2423,5
5,2427,6
5,2437,8
5,2443,7
5,2447,5
5,2458,5
5,2459,8
5,2471,8
5,2481,8
5,2487,6
5,2488,8
5,2494,8
5,2495,6
5,2496,8
5,2500,8
5,2504,8
5,2505,9
5,2507,5
5,2508,5
5,2511,5
5,2512,6
5,2514,8
5,2517,7
5,2518,6
5,2522,7
5,2524,10
5,2525,6
5,2531,9
5,2533,8
5,2537,9
5,2542,8
5,2558,8
5,2570,7
5,2576,7
5,2584,7
5,2585,7
5,2586,8
5,2591,8
5,2593,8
5,2594,6
5,2601,8
5,2603,8
5,2604,8
5,2605,9
5,2607,8
5,2616,9
5,2617,8
5,2618,7
5,2621,9
5,2624,8
5,2625,8
5,2628,6
5,2632,7
5,2636,6
5,2648,9
5,2653,6
5,2658,7
5,2669,7
5,2675,6
5,2677,8
5,2678,10
5,2683,8
5,2686,8
5,2691,7
5,2692,8
5,2693,6
5,2699,8
5,2704,6
5,2705,5
5,2710,6
5,2717,4
5,2727,5
5,2733,9
5,2735,6
5,2737,9
5,2738,7
5,2740,7
5,2743,7
5,2750,7
5,2756,7
5,2759,4
5,2763,7
5,2767,8
5,2768,7
5,2772,6
5,2773,2
5,2776,6
5,2780,8
5,2793,8
5,2808,8
5,2816,7
5,2817,8
5,2819,5
5,2821,6
5,2833,6
5,2841,8
5,2847,9
5,2850,6
5,2852,8
5,2854,10
5,2862,7
5,2872,7
5,2883,8
5,2898,7
5,2907,6
5,2910,10
5,2917,6
5,2938,7
5,2944,9
5,2951,7
5,2953,6
5,2954,7
5,2958,6
5,2959,6
5,2960,9
5,2964,6
5,2972,8
5,2974,6
5,2975,5
5,2979,8
5,2983,10
5,2987,7
5,2988,6
5,2993,7
5,3000,6
5,3002,8
5,3006,6
5,3007,5
5,3012,8
5,3019,5
5,3029,6
5,3036,3
5,3042,10
5,3043,5
5,3051,8
5,3061,4
5,3084,8
5,3089,6
5,3091,4
5,3094,8
5,3095,8
5,3105,9
5,3106,6
5,3107,4
5,3112,9
5,3114,8
5,3118,4
5,3119,9
5,3123,8
5,3136,7
5,3144,5
5,3146,7
5,3148,6
5,3149,8
5,3152,9
5,3155,8
5,3182,8
5,3183,8
5,3190,7
5,3214,5
5,3215,5
5,3230,6
5,3231,6
5,3238,10
5,3241,9
5,3248,7
5,3265,2
5,3295,5
5,3297,7
5,3298,8
5,3316,7
5,3319,6
5,3324,7
5,3327,6
5,3329,5
5,3355,5
5,3396,7
5,3413,5
5,3426,4
5,3448,10
5,3449,8
5,3454,3
5,3474,9
5,3496,4
5,3535,10
5,3555,5
5,3560,6
5,3564,7
5,3583,7
5,3593,5
5,3598,8
5,3602,9
5,3623,10
5,3656,10
5,3685,9
5,3749,4
5,3766,9
5,3777,8
5,3786,10
5,3796,10
5,3894,10
5,3900,5
5,3913,9
5,3991,9
5,4037,9
5,4069,8
5,4177,10
5,4444,7
6,819,10
6,1329,1
6,1746,10
6,1786,10
6,1882,1
6,1885,8
6,1908,8
6,1911,10
6,1912,10
6,1916,1
6,1936,2
6,2010,1
6,2070,5
6,2122,1
6,2134,1
6,2166,9
6,2236,2
6,2325,1
6,2367,8
6,2450,2
6,2546,4
6,2569,1
6,2570,5
6,2669,5
6,2730,2
6,2755,10
6,2768,2
6,2771,1
6,2808,9
6,3152,3
6,3171,3
6,3279,8
6,3319,9
6,3553,3
6,3559,1
6,3598,1
6,3679,4
6,3692,1
6,3724,1
6,3763,1
6,3923,2
6,3959,5
6,4075,9
6,4089,1
6,4120,6
6,4126,5
6,4180,1
6,4187,5
6,4197,1
6,4270,10
6,4412,5
6,4491,3
6,4551,1
6,4568,9
6,4624,1
6,4626,1
7,1777,7
7,1955,4
7,2544,6
7,2792,9
7,2817,1
7,3554,7
7,3629,3
7,3677,8
7,3708,7
8,778,10
8,779,10
8,971,5
8,1376,1
8,1735,4
8,1768,10
8,1844,1
8,1933,8
8,1935,9
8,1955,1
8,1966,10
8,2005,2
8,2015,10
8,2016,1
8,2022,9
8,2070,9
8,2330,10
8,2334,7
8,2407,1
8,2408,5
8,2450,5
8,2575,3
8,2647,4
8,2676,7
8,2701,2
8,2755,10
8,2776,1
8,2780,2
8,2817,1
8,2851,6
8,2917,5
8,2959,10
8,2981,7
8,2983,8
8,2988,5
8,3042,5
8,3081,9
8,3112,4
8,3122,10
8,3140,9
8,3158,1
8,3187,1
8,3279,1
8,3499,7
8,3723,4
8,3779,7
8,3850,2
8,4033,7
8,4049,8
8,4310,4
8,4389,6
8,4557,4
9,615,10
9,635,10
9,666,10
9,709,9
9,725,10
9,756,10
9,778,9
9,820,10
9,854,8
9,939,10
9,978,7
9,984,8
9,1018,10
9,1054,8
9,1059,10
9,1081,10
9,1094,7
9,1135,8
9,1160,10
9,1200,8
9,1265,7
9,1266,10
9,1298,9
9,1329,10
9,1332,10
9,1369,10
9,1386,10
9,1388,7
9,1403,8
9,1426,10
9,1445,9
9,1473,10
9,1495,10
9,1507,9
9,1518,9
9,1522,9
9,1525,9
9,1546,8
9,1548,4
9,1604,7
9,1609,7
9,1614,8
9,1626,8
9,1633,10
9,1649,10
9,1657,9
9,1663,9
9,1687,10
9,1741,3
9,1742,10
9,1746,10
9,1754,9
9,1762,8
9,1763,10
9,1770,6
9,1776,2
9,1787,8
9,1790,9
9,1793,8
9,1806,10
9,1808,7
9,1844,10
9,1852,10
9,1903,9
9,1911,10
9,1916,10
9,1930,9
9,1954,10
9,1959,8
9,1970,8
9,1988,9
9,2003,10
9,2045,8
9,2061,1
9,2091,10
9,2129,9
9,2157,9
9,2210,10
9,2212,9
9,2216,10
9,2220,10
9,2236,10
9,2260,7
9,2287,10
9,2290,8
9,2407,4
9,2463,9
9,2494,10
9,2570,9
9,2575,8
9,2616,10
9,2655,9
9,2737,9
9,2781,7
9,2888,9
9,2946,10
9,2971,10
9,3010,9
9,3057,10
9,3059,10
9,3127,7
9,3184,7
9,3271,9
9,3288,10
9,3292,9
9,3389,8
9,3412,10
9,3438,5
9,3464,9
9,3490,10
9,3493,8
